celular;data;horario;local;latitude;longitude;tipo_celular;modelo_celular;possui_app_picmoney;data_ultima_compra;ultimo_tipo_cupom;ultimo_valor_capturado;ultimo_tipo_loja;idade;sexo
(11) 92919-3562;22/07/2025;14:30:00;Metrô Consolação;-23.555.341.912.028.600;-4.666.164.693.233.410;Android;Motorola G60;Sim;17/07/2025;Produto;250.36;restaurante;70;Feminino
(11) 93684-3878;22/07/2025;17:00:00;Esquina Rua da Paz;-23.562.265.571.144.400;-46.650.288.595.732.500;Android;Samsung S21;Sim;16/07/2025;Produto;373.96;farmácia;27;Masculino
(11) 93905-6558;22/07/2025;10:30:00;Shopping Cidade São Paulo;-23.563.013.730.305.900;-466.523.929.155.879;iPhone;iPhone 14 Pro;Sim;25/06/2025;Desconto;240.58;restaurante;46;Outro
(11) 98912-6010;22/07/2025;07:30:00;Shopping Pátio Paulista;-23.570.835.484.863.200;-46.645.388.476.592.000;Android;Xiaomi Redmi Note 11;Sim;01/07/2025;Desconto;364.73;esportivo;30;Outro
(11) 91023-4901;22/07/2025;08:30:00;Esquina Rua da Paz;-2.356.243.461.886.930;-46.650.124.757.550.600;Android;Samsung Galaxy A52;Sim;19/07/2025;Produto;328.02;mercado express;20;Masculino
(11) 93152-1762;22/07/2025;17:45:00;Metrô Consolação;-2.355.580.205.430.040;-4.666.165.947.863.710;Android;Samsung S21;Sim;11/07/2025;Desconto;124.07;móveis;64;Feminino
(11) 99943-2798;22/07/2025;14:00:00;Shopping Pátio Paulista;-2.357.042.165.660.870;-4.664.544.895.584.990;Android;Samsung Galaxy A52;Sim;15/07/2025;Desconto;261.08;farmácia;16;Outro
(11) 99455-8127;22/07/2025;12:00:00;Ponto de ônibus Pamplona;-23.567.543.162.214.600;-46.648.423.515.458.000;Android;Motorola G60;Sim;30/06/2025;Produto;332.53;mercado express;57;Masculino
(11) 91557-6807;22/07/2025;08:30:00;MASP;-2.356.129.574.077.030;-4.665.593.988.967.790;iPhone;iPhone SE;Sim;27/06/2025;Cashback;305.7;restaurante;57;Outro
(11) 99240-6911;22/07/2025;07:00:00;Ponto de ônibus Augusta;-23.558.183.637.373.800;-4.665.900.145.912.880;Android;Samsung Galaxy A52;Sim;15/07/2025;Desconto;310.61;vestuário;27;Masculino
(11) 91365-6552;22/07/2025;15:15:00;Metrô Brigadeiro;-2.356.999.637.916.840;-4.664.501.210.142.370;Android;Realme C35;Sim;22/06/2025;Produto;60.24;outros;53;Outro
(11) 94640-8501;22/07/2025;13:00:00;Ponto de ônibus Augusta;-2.355.872.062.042.980;-46.658.979.468.149.100;Android;Realme C35;Sim;16/07/2025;Cashback;411.7;farmácia;18;Masculino
(21) 96385-4120;22/07/2025;14:00:00;Ponto de ônibus Augusta;-23.558.269.820.473.100;-46.659.030.173.133.100;Android;Samsung S21;Sim;10/07/2025;Desconto;14.2;eletrodoméstico;32;Masculino
(11) 93763-1225;22/07/2025;18:30:00;Metrô Brigadeiro;-2.356.967.365.279.880;-46.644.729.487.414.800;Android;Samsung S21;Sim;18/07/2025;Desconto;406.46;eletrodoméstico;51;Masculino
(11) 99611-4987;22/07/2025;12:00:00;Shopping Cidade São Paulo;-23.563.094.270.410.100;-46.652.541.578.666.100;Android;Samsung S21;Sim;19/07/2025;Desconto;439.68;mercado express;21;Masculino
(11) 99584-1271;22/07/2025;07:30:00;Esquina Rua da Paz;-23.562.232.254.534.600;-4.664.997.841.841.450;iPhone;iPhone 13;Sim;01/07/2025;Cashback;292.38;outros;58;Masculino
(11) 91075-8468;22/07/2025;08:30:00;Metrô Brigadeiro;-23.569.780.704.474.700;-4.664.524.224.272.080;iPhone;iPhone 14 Pro;Sim;01/07/2025;Cashback;153.31;móveis;19;Feminino
(11) 91637-3344;22/07/2025;10:00:00;Metrô Trianon-Masp;-23.564.002.857.619.600;-46.656.787.012.065.600;iPhone;iPhone SE;Sim;21/07/2025;Cashback;184.36;vestuário;42;Outro
(11) 97302-8015;22/07/2025;21:30:00;Esquina Rua da Paz;-23.562.531.791.198.100;-4.665.023.328.296.190;Android;Samsung S21;Sim;25/06/2025;Desconto;268.75;mercado express;21;Outro
(41) 99554-3123;22/07/2025;08:00:00;Metrô Brigadeiro;-2.356.991.298.663.200;-4.664.511.042.321.050;iPhone;iPhone 13;Sim;29/06/2025;Produto;411.53;eletrodoméstico;50;Outro
(11) 92594-5442;22/07/2025;11:00:00;Esquina Av. Consolação;-23.557.679.264.803.500;-46.660.183.011.218.100;iPhone;iPhone 12;Sim;22/06/2025;Desconto;131.23;restaurante;46;Outro
(11) 95908-4519;22/07/2025;07:45:00;Ponto de ônibus Pamplona;-23.567.606.852.458.400;-46.648.613.785.793.400;Android;Motorola G60;Sim;05/07/2025;Desconto;155.93;eletrodoméstico;64;Feminino
(11) 91802-4168;22/07/2025;10:15:00;Ponto de ônibus Augusta;-23.558.576.717.256.900;-4.665.896.325.014.200;Android;Samsung Galaxy A52;Sim;02/07/2025;Desconto;95.11;móveis;27;Outro
(11) 96316-6958;22/07/2025;13:00:00;Esquina Av. Consolação;-23.557.429.713.152.900;-46.659.782.819.517.000;Android;Xiaomi Redmi Note 11;Sim;30/06/2025;Cashback;300.5;eletrodoméstico;18;Outro
(11) 96077-6396;22/07/2025;17:00:00;Esquina Rua da Paz;-23.562.568.708.434.300;-4.665.004.589.376.510;Android;Xiaomi Redmi Note 11;Sim;30/06/2025;Produto;81.29;esportivo;37;Masculino
(11) 98189-6722;22/07/2025;10:45:00;Shopping Pátio Paulista;-2.357.083.756.711.400;-4.664.552.170.080.380;iPhone;iPhone 13;Sim;02/07/2025;Produto;307.85;mercado express;59;Masculino
(11) 93729-7686;22/07/2025;07:15:00;Ponto de ônibus Augusta;-23.558.407.228.726.700;-4.665.927.903.086.570;Android;Motorola G60;Sim;23/06/2025;Desconto;43.44;móveis;26;Outro
(11) 93301-6270;22/07/2025;14:30:00;Ponto de ônibus Pamplona;-23.567.800.685.794.200;-4.664.872.943.703.870;Android;Realme C35;Sim;19/07/2025;Desconto;159.08;eletrodoméstico;65;Outro
(11) 94140-4379;22/07/2025;20:15:00;Shopping Pátio Paulista;-23.570.691.335.048.800;-4.664.569.825.796.040;Android;Motorola G60;Sim;18/07/2025;Desconto;178.01;restaurante;61;Masculino
(11) 98990-6085;22/07/2025;07:45:00;Esquina Av. Consolação;-23.557.328.258.284.300;-4.666.038.060.969.210;Android;Realme C35;Sim;02/07/2025;Produto;190.9;vestuário;67;Outro
(11) 98875-1647;22/07/2025;09:45:00;Metrô Trianon-Masp;-23.563.948.192.529.100;-46.656.647.384.105.300;Android;Xiaomi Redmi Note 11;Sim;01/07/2025;Cashback;463.8;outros;67;Feminino
(11) 94018-1838;22/07/2025;16:15:00;Shopping Cidade São Paulo;-23.563.133.284.934.200;-4.665.214.277.705.020;iPhone;iPhone SE;Sim;30/06/2025;Produto;147.61;eletrodoméstico;58;Outro
(11) 97605-8462;22/07/2025;17:15:00;Esquina Av. Consolação;-23.557.567.109.963.200;-46.660.222.044.531.700;Android;Motorola G60;Sim;26/06/2025;Desconto;288.99;eletrodoméstico;42;Masculino
(11) 98535-3154;22/07/2025;17:15:00;MASP;-2.356.131.735.557.760;-46.655.777.794.938.800;Android;Xiaomi Redmi Note 11;Sim;23/06/2025;Desconto;434.03;restaurante;55;Masculino
(11) 92181-5144;22/07/2025;08:00:00;Ponto de ônibus Pamplona;-2.356.732.418.962.030;-4.664.837.982.389.580;iPhone;iPhone 14 Pro;Sim;21/07/2025;Cashback;113.53;vestuário;61;Masculino
(11) 93897-4782;22/07/2025;09:45:00;Metrô Trianon-Masp;-235.641.760.489.364;-4.665.660.234.429.740;Android;Samsung Galaxy A52;Sim;06/07/2025;Cashback;324.99;farmácia;34;Feminino
(11) 98784-5210;22/07/2025;09:45:00;Metrô Consolação;-2.355.572.075.308.150;-46.661.383.352.537.000;Android;Samsung Galaxy A52;Sim;20/07/2025;Produto;338.38;eletrodoméstico;26;Masculino
(11) 94573-9896;22/07/2025;18:15:00;Ponto de ônibus Augusta;-23.558.663.352.331.800;-4.665.925.628.594.120;Android;Motorola G60;Sim;26/06/2025;Cashback;345.11;restaurante;56;Feminino
(11) 96225-6885;22/07/2025;18:00:00;Metrô Brigadeiro;-23.569.543.012.430.400;-4.664.461.889.481.470;iPhone;iPhone 13;Sim;03/07/2025;Desconto;440.37;vestuário;19;Outro
(11) 91817-6882;22/07/2025;08:00:00;Esquina Av. Consolação;-23.557.314.389.652.800;-4.665.993.039.687.790;Android;Samsung S21;Sim;19/07/2025;Cashback;459.21;eletrodoméstico;19;Feminino
(11) 97371-8786;22/07/2025;07:30:00;Ponto de ônibus Augusta;-23.558.530.248.557.800;-4.665.901.466.459.110;Android;Realme C35;Sim;16/07/2025;Cashback;407.32;eletrodoméstico;40;Masculino
(11) 92469-9113;22/07/2025;13:45:00;Shopping Cidade São Paulo;-2.356.305.662.157.420;-4.665.217.389.144.920;iPhone;iPhone 11;Sim;07/07/2025;Desconto;425.46;eletrodoméstico;65;Outro
(11) 93759-5321;22/07/2025;12:45:00;Metrô Consolação;-23.555.797.785.921.000;-4.666.171.940.039.110;Android;Realme C35;Sim;24/06/2025;Cashback;429.55;farmácia;59;Feminino
(11) 91697-6732;22/07/2025;10:15:00;Ponto de ônibus Augusta;-2.355.825.785.848.470;-4.665.879.603.269.010;Android;Realme C35;Sim;29/06/2025;Cashback;369.46;esportivo;18;Feminino
(11) 99249-2997;22/07/2025;15:45:00;Metrô Consolação;-23.555.551.905.071.400;-4.666.147.319.512.020;Android;Samsung Galaxy A52;Sim;25/06/2025;Cashback;320.67;móveis;29;Masculino
(11) 96046-9016;22/07/2025;15:00:00;Metrô Consolação;-23.555.585.867.230.500;-46.661.831.253.174.200;iPhone;iPhone 14 Pro;Sim;29/06/2025;Desconto;127.15;eletrodoméstico;40;Outro
(11) 98865-4806;22/07/2025;09:30:00;Esquina Av. Consolação;-23.557.310.748.739.800;-46.660.030.852.643.700;Android;Motorola G60;Sim;06/07/2025;Desconto;395.08;eletrodoméstico;52;Feminino
(11) 98867-3437;22/07/2025;18:00:00;Shopping Pátio Paulista;-23.570.510.138.299.400;-46.645.765.030.289.100;iPhone;iPhone 12;Sim;14/07/2025;Desconto;186.03;eletrodoméstico;37;Masculino
(11) 97545-4508;22/07/2025;20:00:00;Metrô Consolação;-23.555.617.314.300.400;-4.666.183.405.042.990;Android;Xiaomi Redmi Note 11;Sim;06/07/2025;Cashback;238.14;mercado express;58;Feminino
(11) 95130-3525;22/07/2025;07:30:00;Metrô Brigadeiro;-2.356.963.939.575.140;-4.664.490.272.663.190;iPhone;iPhone 14 Pro;Sim;06/07/2025;Produto;475.72;eletrodoméstico;22;Outro
(31) 91106-1409;22/07/2025;16:30:00;Shopping Cidade São Paulo;-23.563.267.667.668.200;-466.525.576.135.817;Android;Motorola G60;Sim;16/07/2025;Desconto;277.32;restaurante;62;Outro
(31) 94206-7994;22/07/2025;13:30:00;MASP;-23.561.459.286.368.100;-466.562.409.681.698;Android;Xiaomi Redmi Note 11;Sim;01/07/2025;Desconto;240.05;vestuário;24;Masculino
(21) 99501-5759;22/07/2025;09:45:00;Ponto de ônibus Augusta;-23.558.185.281.383.800;-4.665.904.917.549.920;Android;Realme C35;Sim;06/07/2025;Cashback;112.05;vestuário;32;Masculino
(71) 97548-7556;22/07/2025;11:00:00;MASP;-2.356.168.079.901.440;-4.665.565.915.742.260;Android;Samsung S21;Sim;04/07/2025;Produto;113.41;vestuário;16;Feminino
(11) 92738-1923;22/07/2025;15:15:00;Metrô Consolação;-23.556.028.905.368.400;-4.666.149.537.497.430;Android;Realme C35;Sim;05/07/2025;Desconto;91.98;esportivo;24;Feminino
(11) 91623-1635;22/07/2025;11:15:00;Esquina Rua da Paz;-23.562.450.044.702.200;-46.649.655.394.845.800;Android;Samsung S21;Sim;27/06/2025;Cashback;216.01;farmácia;54;Outro
(21) 92118-4648;22/07/2025;12:00:00;Esquina Av. Consolação;-23.557.738.618.934.200;-466.600.801.434.232;Android;Samsung Galaxy A52;Sim;05/07/2025;Produto;82.2;vestuário;35;Masculino
(11) 98302-3445;22/07/2025;08:45:00;Ponto de ônibus Augusta;-23.558.513.544.351.000;-4.665.907.844.567.380;Android;Samsung S21;Sim;04/07/2025;Produto;216.66;eletrodoméstico;68;Feminino
(11) 98907-4574;22/07/2025;08:15:00;Shopping Pátio Paulista;-2.357.062.457.649.560;-4.664.580.842.757.400;Android;Realme C35;Sim;21/07/2025;Produto;295.68;móveis;19;Feminino
(11) 96735-9039;22/07/2025;09:45:00;Ponto de ônibus Pamplona;-23.567.346.022.228.700;-4.664.838.440.666.040;Android;Motorola G60;Sim;07/07/2025;Desconto;321.87;vestuário;37;Outro
(11) 99882-4027;22/07/2025;08:30:00;Ponto de ônibus Augusta;-23.558.768.931.791.300;-4.665.892.581.490.460;iPhone;iPhone 11;Sim;28/06/2025;Desconto;80.57;mercado express;52;Masculino
(11) 94436-5628;22/07/2025;12:45:00;Esquina Rua da Paz;-23.562.753.732.532.800;-4.665.000.591.315.670;iPhone;iPhone 13;Sim;19/07/2025;Cashback;423.64;farmácia;17;Masculino
(21) 98186-7396;22/07/2025;20:45:00;Metrô Consolação;-23.555.924.482.614.600;-4.666.159.187.729.940;iPhone;iPhone 12;Sim;16/07/2025;Cashback;314.39;outros;53;Masculino
(11) 95049-4304;22/07/2025;16:15:00;MASP;-23.561.475.915.554.700;-4.665.573.733.459.480;iPhone;iPhone 12;Sim;07/07/2025;Produto;71.54;farmácia;70;Feminino
(11) 91990-2677;22/07/2025;18:45:00;Ponto de ônibus Pamplona;-23.567.554.042.112.800;-4.664.845.155.572.620;Android;Samsung Galaxy A52;Sim;26/06/2025;Desconto;433.91;mercado express;57;Feminino
(11) 95597-8943;22/07/2025;19:00:00;Metrô Trianon-Masp;-2.356.458.135.932.030;-4.665.628.721.724.980;Android;Motorola G60;Sim;20/07/2025;Cashback;42.05;outros;34;Feminino
(11) 92106-9509;22/07/2025;19:00:00;Esquina Rua da Paz;-23.562.615.969.907.400;-4.664.989.563.698.460;Android;Xiaomi Redmi Note 11;Sim;05/07/2025;Produto;477.29;eletrodoméstico;43;Feminino
(11) 98690-5753;22/07/2025;08:00:00;Shopping Pátio Paulista;-2.357.038.049.234.590;-4.664.554.984.944.120;Android;Xiaomi Redmi Note 11;Sim;05/07/2025;Desconto;54.48;eletrodoméstico;43;Feminino
(11) 96398-9883;22/07/2025;17:45:00;Ponto de ônibus Pamplona;-23.567.330.848.120.500;-46.648.002.188.728.600;iPhone;iPhone 14 Pro;Sim;05/07/2025;Desconto;370.38;farmácia;56;Feminino
(11) 96156-3693;22/07/2025;18:00:00;Shopping Cidade São Paulo;-2.356.283.455.442.860;-46.652.560.271.156.100;Android;Motorola G60;Sim;01/07/2025;Cashback;246.91;outros;22;Feminino
(11) 91035-3081;22/07/2025;12:45:00;Ponto de ônibus Augusta;-2.355.792.969.604.470;-4.665.895.624.583.820;Android;Samsung S21;Sim;07/07/2025;Produto;439.2;vestuário;48;Outro
(11) 94756-9720;22/07/2025;08:00:00;Metrô Consolação;-2.355.602.654.012.060;-46.661.326.389.839.000;Android;Samsung Galaxy A52;Sim;17/07/2025;Produto;362.86;farmácia;43;Masculino
(11) 98662-3826;22/07/2025;08:15:00;Ponto de ônibus Pamplona;-23.567.605.788.614.600;-4.664.876.921.972.290;Android;Motorola G60;Sim;12/07/2025;Desconto;33.43;esportivo;42;Feminino
(11) 91121-7342;22/07/2025;15:15:00;Esquina Av. Consolação;-23.557.151.956.655.000;-4.665.995.946.008.060;Android;Samsung Galaxy A52;Sim;25/06/2025;Cashback;440.1;esportivo;68;Feminino
(11) 98971-8996;22/07/2025;07:45:00;Ponto de ônibus Augusta;-2.355.813.575.428.370;-46.659.374.367.830.300;Android;Realme C35;Sim;30/06/2025;Cashback;114.99;esportivo;58;Feminino
(11) 92433-6470;22/07/2025;09:45:00;Shopping Pátio Paulista;-23.570.253.881.401.000;-46.645.132.694.354.900;Android;Realme C35;Sim;02/07/2025;Cashback;172.67;móveis;67;Feminino
(31) 92850-6532;22/07/2025;06:00:00;MASP;-23.561.572.190.427.800;-4.665.596.295.984.560;Android;Samsung Galaxy A52;Sim;18/07/2025;Cashback;315.97;restaurante;48;Masculino
(31) 98902-4326;22/07/2025;09:45:00;Ponto de ônibus Pamplona;-23.567.316.016.870.900;-4.664.856.459.632.600;iPhone;iPhone SE;Sim;18/07/2025;Produto;474.74;restaurante;22;Outro
(11) 92535-2079;22/07/2025;21:15:00;Shopping Pátio Paulista;-23.570.405.363.198.200;-4.664.543.587.955.590;Android;Samsung Galaxy A52;Sim;07/07/2025;Desconto;394.5;restaurante;58;Outro
(11) 98322-9840;22/07/2025;12:45:00;Metrô Trianon-Masp;-23.563.908.408.868.000;-4.665.700.972.388.370;Android;Samsung Galaxy A52;Sim;06/07/2025;Produto;424.92;eletrodoméstico;60;Outro
(11) 97243-3284;22/07/2025;10:30:00;MASP;-23.561.460.008.483.900;-4.665.594.805.771.950;iPhone;iPhone 12;Sim;30/06/2025;Cashback;447.78;restaurante;64;Feminino
(11) 98153-9676;22/07/2025;07:45:00;Shopping Pátio Paulista;-23.570.819.602.292.900;-4.664.590.236.475.260;Android;Realme C35;Sim;26/06/2025;Desconto;27.75;mercado express;21;Outro
(11) 95838-2518;22/07/2025;13:30:00;Esquina Av. Consolação;-23.557.860.659.559.900;-4.666.015.841.929.340;iPhone;iPhone 14 Pro;Sim;15/07/2025;Desconto;380.61;eletrodoméstico;22;Feminino
(41) 96569-9830;22/07/2025;09:15:00;Metrô Trianon-Masp;-23.563.991.328.793.800;-4.665.671.863.502.620;Android;Samsung Galaxy A52;Sim;06/07/2025;Cashback;17.41;móveis;16;Feminino
(11) 99819-2510;22/07/2025;10:30:00;Esquina Av. Consolação;-2.355.772.852.377.240;-4.666.008.578.847.130;iPhone;iPhone 11;Sim;05/07/2025;Desconto;242.77;farmácia;35;Masculino
(11) 91569-3074;22/07/2025;08:15:00;Ponto de ônibus Pamplona;-23.567.481.342.884.600;-4.664.842.755.441.510;Android;Xiaomi Redmi Note 11;Sim;12/07/2025;Desconto;472.08;farmácia;46;Masculino
(11) 95869-1481;22/07/2025;08:00:00;Shopping Pátio Paulista;-23.570.523.236.426.500;-4.664.584.097.147.340;Android;Samsung S21;Sim;14/07/2025;Cashback;201.55;outros;56;Masculino
(11) 91370-3325;22/07/2025;17:30:00;Ponto de ônibus Pamplona;-23.567.639.259.265.400;-4.664.862.552.775.770;iPhone;iPhone 14 Pro;Sim;24/06/2025;Cashback;432.18;outros;51;Outro
(11) 93694-9630;22/07/2025;12:00:00;MASP;-23.561.538.211.057.100;-4.665.576.737.653.150;Android;Realme C35;Sim;05/07/2025;Cashback;479.9;eletrodoméstico;59;Outro
(21) 97482-5686;22/07/2025;12:30:00;Ponto de ônibus Augusta;-2.355.843.692.382.650;-4.665.883.291.290.900;Android;Motorola G60;Sim;03/07/2025;Cashback;223.97;mercado express;49;Outro
(11) 99269-1359;22/07/2025;07:15:00;Ponto de ônibus Augusta;-23.558.551.762.124.000;-466.588.357.798.506;Android;Samsung S21;Sim;26/06/2025;Cashback;35.37;vestuário;34;Feminino
(11) 97475-8343;22/07/2025;08:15:00;Metrô Trianon-Masp;-23.564.237.603.532.300;-46.656.529.085.805.600;iPhone;iPhone 12;Sim;06/07/2025;Desconto;231.44;vestuário;58;Feminino
(11) 96064-7672;22/07/2025;13:15:00;Esquina Rua da Paz;-2.356.243.222.668.420;-4.665.030.130.105.190;iPhone;iPhone 12;Sim;08/07/2025;Produto;429.91;esportivo;36;Outro
(11) 96274-6523;22/07/2025;17:00:00;Esquina Av. Consolação;-23.557.751.964.233.500;-4.666.009.192.583.090;Android;Xiaomi Redmi Note 11;Sim;21/07/2025;Produto;401.78;vestuário;55;Masculino
(11) 98727-3999;22/07/2025;11:15:00;Esquina Rua da Paz;-23.562.338.160.996.200;-4.665.003.427.257.020;iPhone;iPhone 12;Sim;04/07/2025;Cashback;173.1;outros;22;Masculino
(11) 98583-3195;22/07/2025;08:15:00;Metrô Trianon-Masp;-23.564.123.755.821.400;-4.665.684.020.392.070;Android;Xiaomi Redmi Note 11;Sim;25/06/2025;Produto;470.52;esportivo;66;Outro
(11) 96206-5930;22/07/2025;18:15:00;Shopping Cidade São Paulo;-23.563.153.520.773.200;-4.665.220.487.897.780;Android;Xiaomi Redmi Note 11;Sim;14/07/2025;Desconto;194.29;outros;52;Feminino
(11) 95478-1292;22/07/2025;17:45:00;Ponto de ônibus Augusta;-23.558.647.589.755.300;-4.665.872.124.523.980;Android;Xiaomi Redmi Note 11;Sim;21/07/2025;Produto;386.35;vestuário;20;Masculino
(11) 91894-3204;22/07/2025;18:30:00;Ponto de ônibus Augusta;-23.558.378.936.437.400;-4.665.898.643.436.910;Android;Motorola G60;Sim;10/07/2025;Desconto;168.08;vestuário;47;Masculino
(11) 96864-9302;22/07/2025;06:30:00;Ponto de ônibus Pamplona;-2.356.739.950.416.200;-46.648.508.891.272.500;iPhone;iPhone SE;Sim;21/07/2025;Produto;324.15;móveis;53;Outro
(11) 98314-6538;22/07/2025;17:00:00;Ponto de ônibus Pamplona;-23.567.631.045.428.300;-4.664.848.116.583.970;Android;Xiaomi Redmi Note 11;Sim;11/07/2025;Desconto;234.4;vestuário;33;Outro
(11) 92241-9072;22/07/2025;07:30:00;Esquina Av. Consolação;-23.557.099.333.660.900;-46.659.873.272.353.600;Android;Realme C35;Sim;09/07/2025;Desconto;260.19;vestuário;16;Masculino
(11) 94781-4197;22/07/2025;11:30:00;Esquina Rua da Paz;-23.562.566.887.463.000;-4.664.975.649.318.860;Android;Samsung Galaxy A52;Sim;18/07/2025;Cashback;379.15;outros;42;Masculino
(11) 96248-5625;22/07/2025;10:00:00;MASP;-2.356.169.364.374.780;-4.665.565.138.520.030;Android;Motorola G60;Sim;22/06/2025;Produto;464.07;restaurante;53;Masculino
(11) 91103-5440;22/07/2025;18:30:00;Ponto de ônibus Pamplona;-23.567.448.931.736.700;-46.648.191.634.510.500;iPhone;iPhone 11;Sim;29/06/2025;Desconto;267.39;farmácia;47;Masculino
(11) 98481-3318;22/07/2025;06:00:00;Esquina Av. Consolação;-23.557.286.744.371.200;-46.659.888.833.815.300;Android;Realme C35;Sim;22/06/2025;Produto;107.82;móveis;52;Masculino
(11) 94703-3454;22/07/2025;13:30:00;Shopping Cidade São Paulo;-23.563.148.862.263.900;-4.665.236.776.093.580;Android;Motorola G60;Sim;18/07/2025;Cashback;482;eletrodoméstico;29;Outro
(11) 92743-2932;22/07/2025;15:00:00;Esquina Av. Consolação;-23.557.617.500.014.600;-4.665.996.694.912.950;Android;Samsung S21;Sim;13/07/2025;Cashback;462.75;mercado express;67;Masculino
(11) 93015-7575;22/07/2025;16:15:00;Shopping Cidade São Paulo;-235.635.492.141.884;-4.665.192.040.912.230;Android;Samsung S21;Sim;24/06/2025;Produto;117.62;vestuário;47;Outro
(11) 97817-3731;22/07/2025;20:45:00;Esquina Rua da Paz;-23.562.629.059.384.600;-46.649.646.112.956.100;Android;Motorola G60;Sim;28/06/2025;Cashback;338.01;vestuário;63;Outro
(11) 95053-9399;22/07/2025;19:45:00;Shopping Cidade São Paulo;-2.356.295.251.585.220;-4.665.282.741.681.050;iPhone;iPhone 14 Pro;Sim;29/06/2025;Cashback;62.2;vestuário;55;Feminino
(11) 92375-4629;22/07/2025;12:15:00;Esquina Av. Consolação;-2.355.744.620.166.510;-46.660.308.652.254.000;Android;Samsung Galaxy A52;Sim;14/07/2025;Produto;103.19;outros;41;Outro
(11) 96569-3147;22/07/2025;07:45:00;Metrô Brigadeiro;-23.569.971.083.677.500;-4.664.500.982.242.230;iPhone;iPhone 12;Sim;03/07/2025;Desconto;458.46;mercado express;17;Masculino
(11) 97955-9996;22/07/2025;08:45:00;Esquina Av. Consolação;-23.557.625.565.172.300;-4.665.977.111.911.250;Android;Realme C35;Sim;05/07/2025;Desconto;180.9;vestuário;48;Feminino
(11) 99668-2319;22/07/2025;14:30:00;Metrô Trianon-Masp;-2.356.437.720.418.950;-4.665.676.034.720.080;Android;Motorola G60;Sim;26/06/2025;Produto;434.85;mercado express;53;Masculino
(11) 92443-5578;22/07/2025;07:45:00;Esquina Rua da Paz;-23.562.437.642.114.100;-46.650.491.119.038.900;iPhone;iPhone SE;Sim;12/07/2025;Cashback;316.4;esportivo;53;Feminino
(11) 93620-4392;22/07/2025;08:15:00;Shopping Cidade São Paulo;-23.562.880.284.942.800;-46.652.455.754.014.300;iPhone;iPhone 12;Sim;15/07/2025;Cashback;267.72;eletrodoméstico;47;Feminino
(11) 95007-8131;22/07/2025;18:30:00;Shopping Cidade São Paulo;-2.356.324.384.161.840;-46.652.166.087.294.400;Android;Xiaomi Redmi Note 11;Sim;10/07/2025;Cashback;423.56;móveis;37;Outro
(61) 91904-3998;22/07/2025;16:00:00;MASP;-23.561.201.128.415.700;-4.665.593.594.274.180;iPhone;iPhone 11;Sim;24/06/2025;Desconto;342.19;eletrodoméstico;43;Outro
(11) 93620-1940;22/07/2025;12:30:00;Esquina Av. Consolação;-23.557.467.410.278.100;-46.659.827.721.385;Android;Realme C35;Sim;12/07/2025;Cashback;283.93;farmácia;45;Feminino
(11) 95572-6765;22/07/2025;10:00:00;Metrô Trianon-Masp;-23.564.059.818.086.200;-4.665.643.673.527.900;Android;Xiaomi Redmi Note 11;Sim;23/06/2025;Desconto;311.74;restaurante;21;Outro
(11) 99383-4671;22/07/2025;18:30:00;Metrô Consolação;-23.555.617.373.526.100;-4.666.167.187.846.620;Android;Samsung Galaxy A52;Sim;28/06/2025;Desconto;120.33;esportivo;52;Feminino
(11) 96004-9673;22/07/2025;06:15:00;Metrô Consolação;-2.355.565.118.482;-4.666.157.101.651.290;iPhone;iPhone 13;Sim;18/07/2025;Desconto;472.83;eletrodoméstico;65;Masculino
(11) 98903-3442;22/07/2025;18:15:00;Metrô Consolação;-23.556.178.213.027.800;-46.661.683.630.126.400;Android;Samsung S21;Sim;24/06/2025;Desconto;397.18;esportivo;42;Feminino
(61) 99843-1414;22/07/2025;08:15:00;Ponto de ônibus Augusta;-2.355.855.165.167.380;-4.665.894.241.979.730;Android;Motorola G60;Sim;29/06/2025;Cashback;94.91;esportivo;21;Masculino
(61) 94666-5485;22/07/2025;16:00:00;Esquina Av. Consolação;-23.557.766.468.293.300;-46.659.843.756.067.100;iPhone;iPhone SE;Sim;22/06/2025;Desconto;42.41;eletrodoméstico;29;Outro
(11) 94092-5746;22/07/2025;18:15:00;Shopping Cidade São Paulo;-2.356.288.811.269.340;-4.665.216.886.938.520;iPhone;iPhone 14 Pro;Sim;03/07/2025;Desconto;182.13;móveis;66;Masculino
(11) 94882-5804;22/07/2025;09:30:00;Ponto de ônibus Pamplona;-2.356.738.184.112.900;-4.664.834.668.876.530;Android;Samsung S21;Sim;28/06/2025;Produto;455.22;vestuário;50;Feminino
(71) 93104-3730;22/07/2025;20:30:00;Ponto de ônibus Augusta;-23.558.626.970.561.000;-4.665.889.860.240.020;Android;Xiaomi Redmi Note 11;Sim;11/07/2025;Cashback;92.26;móveis;48;Outro
(11) 96055-5439;22/07/2025;14:00:00;Esquina Rua da Paz;-2.356.248.296.022.620;-4.664.989.559.012.620;Android;Xiaomi Redmi Note 11;Sim;21/07/2025;Cashback;310.89;móveis;46;Outro
(11) 96571-8612;22/07/2025;20:45:00;Ponto de ônibus Augusta;-23.558.438.970.710.200;-4.665.890.379.956.810;Android;Xiaomi Redmi Note 11;Sim;15/07/2025;Desconto;144.59;esportivo;70;Outro
