celular;data;horario;local;latitude;longitude;tipo_celular;modelo_celular;possui_app_picmoney;data_ultima_compra;ultimo_tipo_cupom;ultimo_valor_capturado;ultimo_tipo_loja;idade;sexo;;�nicos
(11) 94730-2112;22/07/2025;13:45:00;MASP;-2.356.171.730.142.980;-46.655.952.466.805.600;iPhone;iPhone 12;Sim;01/07/2025;Desconto;236.51;restaurante;21;Masculino;;
(21) 98256-4954;22/07/2025;14:30:00;Shopping Pátio Paulista;-23.570.554.908.791.100;-4.664.555.612.283.290;Android;Samsung Galaxy A52;Não;;;;;46;Masculino;;
(11) 94791-2163;22/07/2025;07:45:00;Metrô Brigadeiro;-23.569.826.927.002.000;-4.664.503.013.308.070;Android;Xiaomi Redmi Note 11;Sim;19/07/2025;Cashback;425.87;esportivo;66;Masculino;;
(11) 91025-2041;22/07/2025;16:30:00;MASP;-23.561.718.569.632.200;-4.665.607.327.892.180;Android;Samsung Galaxy A52;Sim;07/07/2025;Desconto;365.2;outros;44;Feminino;;
(11) 94562-9006;22/07/2025;18:15:00;Ponto de Ônibus Augusta;-2.355.832.669.457.830;-4.665.891.088.489.340;Android;Samsung S21;Sim;07/07/2025;Produto;230.69;restaurante;32;Feminino;;
(11) 99718-6220;22/07/2025;07:45:00;MASP;-23.561.561.562.596.700;-4.665.561.556.269.550;Android;Xiaomi Redmi Note 11;Não;;;;;67;Masculino;;
(11) 96209-9477;22/07/2025;20:15:00;Shopping Cidade São Paulo;-2.356.296.863.339.390;-4.665.247.892.237.050;iPhone;iPhone 13;Sim;02/07/2025;Produto;402.96;móveis;29;Outro;;
(11) 93976-6740;22/07/2025;12:00:00;Metrô Brigadeiro;-23.569.887.007.905.500;-4.664.530.040.909.560;Android;Xiaomi Redmi Note 11;Sim;15/07/2025;Produto;47.74;farmácia;33;Masculino;;
(11) 95655-8535;22/07/2025;12:00:00;Shopping Pátio Paulista;-2.357.064.944.246.060;-4.664.539.801.467.710;Android;Samsung Galaxy A52;Não;;;;;20;Masculino;;
(11) 99304-8249;22/07/2025;13:45:00;Shopping Pátio Paulista;-2.357.043.219.570.980;-46.645.794.572.238.400;Android;Samsung S21;Sim;14/07/2025;Desconto;63.07;móveis;66;Outro;;
(11) 91455-6675;22/07/2025;13:30:00;Ponto de Ônibus Augusta;-2.355.829.219.864.200;-4.665.900.201.785.410;iPhone;iPhone 13;Não;;;;;43;Outro;;
(11) 97524-6134;22/07/2025;16:00:00;Shopping Cidade São Paulo;-23.563.046.027.836.300;-46.652.430.455.398.800;iPhone;iPhone 13;Sim;04/07/2025;Produto;223.93;mercado express;55;Outro;;
(11) 94417-2516;22/07/2025;19:30:00;Shopping Pátio Paulista;-23.570.889.588.122.800;-46.645.855.422.633.500;Android;Xiaomi Redmi Note 11;Não;;;;;54;Feminino;;
(11) 95010-4345;22/07/2025;12:15:00;Shopping Pátio Paulista;-2.357.091.873.164.980;-46.645.457.401.087.400;Android;Samsung S21;Não;;;;;59;Masculino;;
(11) 92982-1935;22/07/2025;13:45:00;Esquina Av. Consolação;-23.557.194.147.008.800;-4.665.992.453.837.230;iPhone;iPhone 13;Sim;07/07/2025;Desconto;308.82;farmácia;64;Masculino;;
(11) 99879-6440;22/07/2025;08:00:00;Metrô Brigadeiro;-23.569.914.220.706.700;-4.664.477.917.554.660;iPhone;iPhone 14 Pro;Sim;15/07/2025;Desconto;306.64;restaurante;59;Masculino;;
(11) 94079-5882;22/07/2025;11:45:00;Ponto de Ônibus Pamplona;-2.356.746.759.820.690;-4.664.862.630.103.560;Android;Motorola G60;Sim;16/07/2025;Desconto;68.38;vestuário;58;Masculino;;
(11) 97797-7350;22/07/2025;13:30:00;Metrô Trianon-Masp;-23.564.020.436.278.500;-4.665.680.320.207.830;iPhone;iPhone SE;Sim;17/07/2025;Cashback;444.12;móveis;29;Masculino;;
(11) 97538-5818;22/07/2025;19:15:00;Ponto de Ônibus Pamplona;-2.356.736.783.250.450;-46.648.917.215.589.900;iPhone;iPhone 12;Sim;29/06/2025;Cashback;90.3;outros;18;Masculino;;
(11) 96271-8279;22/07/2025;13:15:00;Esquina Rua da Paz;-23.562.494.364.850.800;-46.649.882.831.525.300;Android;Samsung S21;Sim;09/07/2025;Desconto;12;outros;47;Masculino;;
(11) 98357-8431;22/07/2025;18:30:00;Metrô Consolação;-23.555.727.644.188.400;-4.666.159.866.093.730;Android;Xiaomi Redmi Note 11;Sim;05/07/2025;Cashback;399.36;farmácia;59;Outro;;
(11) 91841-6523;22/07/2025;14:15:00;Shopping Cidade São Paulo;-235.636.093.256.384;-466.525.446.500.517;Android;Samsung S21;Sim;02/07/2025;Desconto;375.17;mercado express;62;Feminino;;
(11) 91771-1977;22/07/2025;08:30:00;Metrô Consolação;-23.555.572.676.617.000;-4.666.185.034.175.910;Android;Realme C35;Sim;22/06/2025;Cashback;413.67;farmácia;44;Feminino;;
(11) 94442-8530;22/07/2025;09:45:00;Metrô Consolação;-2.355.541.292.736.510;-4.666.159.078.304.400;Android;Motorola G60;Sim;27/06/2025;Cashback;352.85;vestuário;32;Feminino;;
(11) 94921-1382;22/07/2025;18:45:00;Metrô Trianon-Masp;-23.563.800.304.325.300;-4.665.685.216.577.610;Android;Samsung Galaxy A52;Sim;16/07/2025;Desconto;495.9;móveis;44;Outro;;
(11) 98219-7685;22/07/2025;18:45:00;Metrô Consolação;-23.556.094.090.563.600;-4.666.165.445.596.890;Android;Samsung S21;Sim;12/07/2025;Cashback;429.28;outros;49;Outro;;
(11) 95354-4584;22/07/2025;17:45:00;Ponto de Ônibus Augusta;-23.558.683.032.525.200;-4.665.883.638.591.880;iPhone;iPhone 13;Sim;21/07/2025;Desconto;322.32;mercado express;29;Outro;;
(11) 99005-9984;22/07/2025;08:15:00;Metrô Consolação;-23.555.540.048.011.400;-46.661.168.046.735.500;Android;Motorola G60;Sim;10/07/2025;Cashback;327.9;eletrodoméstico;26;Outro;;
(11) 95005-5362;22/07/2025;11:00:00;Esquina Av. Consolação;-23.557.182.529.374.500;-4.666.006.554.420.170;Android;Realme C35;Sim;10/07/2025;Produto;334.06;esportivo;33;Masculino;;
(11) 95096-7755;22/07/2025;18:00:00;Metrô Trianon-Masp;-2.356.384.886.309.990;-4.665.654.585.307.000;Android;Xiaomi Redmi Note 11;Sim;20/07/2025;Cashback;439.31;eletrodoméstico;43;Outro;;
(11) 98034-3284;22/07/2025;08:45:00;Metrô Brigadeiro;-2.356.979.255.678.140;-4.664.533.537.722.380;Android;Motorola G60;Sim;05/07/2025;Desconto;311.09;mercado express;44;Masculino;;
(11) 97044-7717;22/07/2025;15:00:00;Ponto de Ônibus Pamplona;-23.567.529.791.226.400;-4.664.829.887.534.860;Android;Xiaomi Redmi Note 11;Não;;;;;59;Masculino;;
(11) 96837-2683;22/07/2025;21:00:00;Metrô Brigadeiro;-23.570.113.998.284.100;-4.664.493.395.761.590;iPhone;iPhone 13;Não;;;;;60;Masculino;;
(11) 92636-9637;22/07/2025;15:00:00;MASP;-23.561.623.290.608.600;-46.655.738.333.204.900;Android;Samsung Galaxy A52;Sim;04/07/2025;Produto;409.3;farmácia;27;Feminino;;
(11) 99778-2633;22/07/2025;09:15:00;Esquina Rua da Paz;-23.562.671.989.608.700;-46.649.971.235.264.900;Android;Realme C35;Sim;20/07/2025;Cashback;248.07;esportivo;58;Outro;;
(11) 93140-3056;22/07/2025;21:45:00;Metrô Trianon-Masp;-23.563.788.807.170.200;-4.665.657.835.110.150;Android;Xiaomi Redmi Note 11;Sim;06/07/2025;Desconto;439.95;restaurante;50;Feminino;;
(11) 93460-1857;22/07/2025;15:30:00;Shopping Pátio Paulista;-2.357.026.863.473.070;-4.664.579.267.332.590;Android;Samsung S21;Sim;01/07/2025;Produto;267.69;móveis;21;Feminino;;
(11) 97574-8188;22/07/2025;08:30:00;Metrô Trianon-Masp;-23.563.825.256.171.300;-4.665.692.059.017.130;Android;Motorola G60;Sim;07/07/2025;Desconto;211.42;móveis;38;Outro;;
(11) 91143-4780;22/07/2025;07:45:00;Esquina Av. Consolação;-23.557.260.457.910.200;-4.665.975.727.818.900;Android;Motorola G60;Não;;;;;23;Masculino;;
(11) 91970-1535;22/07/2025;17:30:00;Ponto de Ônibus Pamplona;-2.356.761.532.129.400;-4.664.844.296.195.970;Android;Realme C35;Sim;14/07/2025;Desconto;296.5;esportivo;46;Feminino;;
(11) 92280-8779;22/07/2025;10:45:00;MASP;-23.561.772.071.893.500;-4.665.589.720.056.180;Android;Realme C35;Sim;05/07/2025;Cashback;17.84;farmácia;16;Masculino;;
(11) 95562-1359;22/07/2025;08:15:00;Esquina Rua da Paz;-23.562.291.474.749.100;-4.665.002.979.973.430;iPhone;iPhone 14 Pro;Não;;;;;44;Feminino;;
(11) 98235-8587;22/07/2025;18:15:00;Shopping Cidade São Paulo;-235.629.424.129.566;-4.665.221.473.343.380;Android;Samsung Galaxy A52;Sim;17/07/2025;Produto;207.54;esportivo;33;Outro;;
(11) 91817-4404;22/07/2025;07:00:00;MASP;-23.561.417.944.295.200;-46.656.074.605.865.200;iPhone;iPhone 14 Pro;Sim;07/07/2025;Produto;445.64;eletrodoméstico;28;Masculino;;
(11) 93936-1203;22/07/2025;15:15:00;Metrô Brigadeiro;-2.356.976.659.051.580;-4.664.516.035.060.360;Android;Samsung S21;Não;;;;;17;Feminino;;
(11) 96074-3870;22/07/2025;11:45:00;Esquina Av. Consolação;-23.557.862.948.068.500;-46.660.142.555.527.300;Android;Xiaomi Redmi Note 11;Não;;;;;34;Outro;;
(11) 97699-2077;22/07/2025;07:30:00;MASP;-2.356.109.104.272.760;-4.665.601.752.753.810;Android;Motorola G60;Não;;;;;61;Outro;;
(71) 92472-1760;22/07/2025;14:45:00;Metrô Brigadeiro;-2.356.989.980.552.260;-46.644.674.100.627.800;Android;Xiaomi Redmi Note 11;Sim;01/07/2025;Desconto;145.15;mercado express;46;Outro;;
(11) 93530-7786;22/07/2025;17:00:00;Ponto de Ônibus Augusta;-23.558.431.616.251.500;-46.658.646.708.541.100;Android;Motorola G60;Sim;06/07/2025;Produto;352.02;farmácia;70;Masculino;;
(11) 98701-5292;22/07/2025;11:15:00;Esquina Av. Consolação;-23.557.565.825.481.500;-4.665.981.108.741.750;Android;Realme C35;Sim;02/07/2025;Desconto;199.23;farmácia;20;Outro;;
(11) 96948-8824;22/07/2025;17:15:00;Shopping Pátio Paulista;-235.706.015.131.374;-4.664.553.645.513.310;Android;Samsung Galaxy A52;Sim;26/06/2025;Cashback;494.68;restaurante;23;Masculino;;
(11) 93264-3854;22/07/2025;08:45:00;Ponto de Ônibus Augusta;-2.355.822.135.676.280;-46.659.071.831.541.700;Android;Samsung Galaxy A52;Não;;;;;59;Masculino;;
(11) 95698-1569;22/07/2025;10:45:00;Esquina Av. Consolação;-2.355.775.332.408.420;-4.665.978.889.285.140;Android;Xiaomi Redmi Note 11;Sim;16/07/2025;Cashback;386.13;mercado express;55;Feminino;;
(11) 98001-7353;22/07/2025;18:15:00;Esquina Rua da Paz;-2.356.259.562.584.880;-4.665.002.556.910.620;Android;Xiaomi Redmi Note 11;Não;;;;;41;Feminino;;
(11) 92329-9948;22/07/2025;16:30:00;Metrô Brigadeiro;-23.569.841.335.965.000;-4.664.507.221.021.280;Android;Samsung S21;Sim;24/06/2025;Desconto;427.19;outros;41;Outro;;
(11) 91361-9033;22/07/2025;14:15:00;Ponto de Ônibus Pamplona;-23.567.897.143.184.600;-46.648.221.546.381.400;Android;Samsung Galaxy A52;Não;;;;;67;Feminino;;
(11) 94647-7541;22/07/2025;10:30:00;Shopping Cidade São Paulo;-23.563.234.988.298.400;-4.665.226.048.311.310;iPhone;iPhone SE;Não;;;;;50;Feminino;;
(11) 92913-7300;22/07/2025;12:45:00;Esquina Av. Consolação;-23.557.341.141.661.000;-46.660.090.097.000.200;iPhone;iPhone 14 Pro;Sim;07/07/2025;Cashback;397;restaurante;52;Masculino;;
(11) 98605-7534;22/07/2025;07:30:00;Shopping Cidade São Paulo;-23.563.450.250.452.100;-4.665.232.506.324.440;Android;Samsung S21;Sim;28/06/2025;Desconto;201.49;restaurante;70;Outro;;
(11) 98023-5648;22/07/2025;17:15:00;Esquina Av. Consolação;-23.557.615.956.156.500;-46.660.359.482.812.500;Android;Samsung S21;Sim;19/07/2025;Cashback;490.57;farmácia;24;Outro;;
(11) 93896-4966;22/07/2025;08:30:00;MASP;-2.356.120.277.937.810;-46.656.171.557.074.000;Android;Xiaomi Redmi Note 11;Sim;05/07/2025;Produto;47.03;restaurante;60;Feminino;;
(11) 95716-7500;22/07/2025;12:30:00;Ponto de Ônibus Augusta;-23.558.604.335.457.000;-466.589.117.086.756;iPhone;iPhone SE;Não;;;;;41;Outro;;
(11) 92218-2584;22/07/2025;19:15:00;Shopping Cidade São Paulo;-23.563.567.195.471.100;-4.665.251.539.088.820;Android;Samsung S21;Sim;13/07/2025;Desconto;13.96;esportivo;44;Feminino;;
(11) 93271-2167;22/07/2025;21:30:00;Shopping Pátio Paulista;-23.570.811.351.498.900;-4.664.549.408.377.480;Android;Samsung S21;Sim;02/07/2025;Desconto;453;esportivo;26;Masculino;;
(11) 99591-8177;22/07/2025;19:45:00;Ponto de Ônibus Pamplona;-23.567.352.240.032.500;-4.664.830.740.905.460;iPhone;iPhone 13;Não;;;;;30;Masculino;;
(11) 94194-8084;22/07/2025;17:00:00;Shopping Pátio Paulista;-23.570.660.453.358.600;-466.456.616.094.171;iPhone;iPhone SE;Não;;;;;69;Masculino;;
(11) 93702-6740;22/07/2025;10:15:00;Metrô Consolação;-23.555.576.315.962.300;-4.666.173.246.263.510;Android;Realme C35;Não;;;;;37;Outro;;
(11) 97295-2654;22/07/2025;08:45:00;Shopping Pátio Paulista;-2.357.026.895.065.870;-4.664.577.252.292.380;Android;Motorola G60;Não;;;;;64;Masculino;;
(11) 99545-1064;22/07/2025;13:00:00;Shopping Pátio Paulista;-235.703.399.339.786;-4.664.538.578.688.270;Android;Motorola G60;Sim;01/07/2025;Desconto;337.17;outros;33;Masculino;;
(11) 96297-2386;22/07/2025;15:45:00;Metrô Trianon-Masp;-23.563.864.737.432.400;-4.665.650.708.435.900;Android;Realme C35;Sim;07/07/2025;Produto;154.58;restaurante;60;Masculino;;
(11) 94374-2430;22/07/2025;17:45:00;Ponto de Ônibus Pamplona;-23.567.268.249.368.400;-4.664.841.646.029.620;iPhone;iPhone SE;Sim;30/06/2025;Cashback;363.3;móveis;22;Feminino;;
(41) 96985-5887;22/07/2025;17:00:00;Esquina Av. Consolação;-23.557.750.326.498.500;-4.666.015.946.132.990;Android;Realme C35;Não;;;;;34;Outro;;
(11) 98897-3927;22/07/2025;18:30:00;Metrô Consolação;-2.355.591.553.615.890;-4.666.167.667.431.330;Android;Samsung S21;Não;;;;;19;Masculino;;
(11) 91483-2743;22/07/2025;13:00:00;Shopping Cidade São Paulo;-23.563.309.280.196.000;-466.520.590.464.635;Android;Xiaomi Redmi Note 11;Sim;10/07/2025;Produto;95.05;mercado express;56;Feminino;;
(11) 94903-9987;22/07/2025;17:00:00;Shopping Cidade São Paulo;-2.356.351.359.426.690;-4.665.246.295.580.320;Android;Realme C35;Não;;;;;57;Feminino;;
(11) 96216-4069;22/07/2025;07:00:00;Ponto de Ônibus Pamplona;-2.356.777.590.173.010;-466.487.942.387.508;Android;Samsung Galaxy A52;Não;;;;;35;Feminino;;
(11) 94459-9785;22/07/2025;12:30:00;Shopping Cidade São Paulo;-2.356.310.708.802.590;-4.665.254.008.593.820;Android;Samsung Galaxy A52;Sim;05/07/2025;Desconto;455.34;restaurante;40;Feminino;;
(11) 97517-4237;22/07/2025;08:45:00;Shopping Cidade São Paulo;-23.563.130.741.048.300;-4.665.208.655.775.480;Android;Samsung Galaxy A52;Sim;27/06/2025;Desconto;14.41;mercado express;45;Feminino;;
(11) 97795-6964;22/07/2025;17:00:00;Metrô Brigadeiro;-2.356.987.873.564.030;-46.644.859.711.981.500;Android;Samsung S21;Sim;04/07/2025;Cashback;71.31;mercado express;33;Outro;;
(11) 96016-3398;22/07/2025;16:45:00;Esquina Rua da Paz;-23.562.408.672.164.900;-4.664.992.957.256.890;Android;Realme C35;Sim;29/06/2025;Produto;486.5;vestuário;43;Masculino;;
(61) 97495-2806;22/07/2025;07:00:00;Metrô Trianon-Masp;-23.563.706.142.203.100;-46.656.809.046.067.900;iPhone;iPhone SE;Sim;25/06/2025;Cashback;332.82;restaurante;19;Outro;;
(11) 94926-2842;22/07/2025;07:15:00;MASP;-23.561.634.310.066.300;-46.655.521.323.269.300;Android;Samsung Galaxy A52;Não;;;;;49;Feminino;;
(11) 96472-8862;22/07/2025;11:15:00;Metrô Brigadeiro;-23.569.923.365.441.700;-46.645.045.068.328.700;Android;Samsung S21;Sim;03/07/2025;Produto;351.24;esportivo;17;Feminino;;
(11) 95233-5268;22/07/2025;14:15:00;Metrô Trianon-Masp;-23.564.060.753.126.800;-46.656.343.244.471.100;Android;Realme C35;Não;;;;;68;Outro;;
(11) 98280-8721;22/07/2025;17:45:00;Metrô Trianon-Masp;-235.641.017.639.517;-4.665.704.012.548.580;Android;Samsung S21;Não;;;;;65;Masculino;;
(11) 91476-2333;22/07/2025;15:00:00;Shopping Pátio Paulista;-23.570.595.186.154.900;-4.664.538.149.515.220;Android;Motorola G60;Não;;;;;18;Masculino;;
(11) 93667-4196;22/07/2025;19:00:00;Metrô Brigadeiro;-23.569.899.976.105.100;-46.644.824.022.257.400;Android;Samsung S21;Não;;;;;29;Outro;;
(11) 92645-6583;22/07/2025;18:30:00;Shopping Pátio Paulista;-23.570.275.276.279.800;-46.645.885.086.749.200;Android;Samsung Galaxy A52;Não;;;;;43;Outro;;
(11) 95681-2867;22/07/2025;18:30:00;Metrô Brigadeiro;-23.569.964.709.382.100;-4.664.504.421.951.010;Android;Samsung Galaxy A52;Não;;;;;27;Feminino;;
(41) 95467-7606;22/07/2025;18:15:00;Ponto de Ônibus Pamplona;-23.567.551.997.133.600;-46.648.367.845.846.600;Android;Samsung S21;Sim;01/07/2025;Desconto;129.94;esportivo;53;Feminino;;
(11) 98944-7392;22/07/2025;10:45:00;Esquina Rua da Paz;-23.562.584.879.777.200;-46.650.147.322.621.500;Android;Samsung S21;Não;;;;;45;Masculino;;
(11) 97709-6431;22/07/2025;07:15:00;Metrô Trianon-Masp;-23.564.120.887.836.000;-4.665.693.721.935.470;Android;Realme C35;Sim;22/06/2025;Desconto;297.55;móveis;23;Feminino;;
(11) 94547-3067;22/07/2025;12:15:00;Esquina Av. Consolação;-2.355.769.600.084.640;-4.665.983.235.829.890;iPhone;iPhone 14 Pro;Sim;15/07/2025;Produto;34.49;outros;45;Masculino;;
(11) 91363-4724;22/07/2025;06:30:00;Metrô Consolação;-23.555.834.256.729.400;-46.661.438.995.215.500;Android;Samsung S21;Não;;;;;65;Outro;;
(11) 99360-1632;22/07/2025;16:15:00;Metrô Brigadeiro;-23.569.910.249.121.900;-46.644.835.540.202.100;iPhone;iPhone 12;Sim;16/07/2025;Produto;43.29;outros;27;Outro;;
(11) 97253-5686;22/07/2025;13:30:00;Ponto de Ônibus Pamplona;-23.567.289.715.049.000;-4.664.855.652.845.590;Android;Xiaomi Redmi Note 11;Não;;;;;69;Outro;;
(11) 99756-7129;22/07/2025;06:15:00;Ponto de Ônibus Pamplona;-23.567.138.356.795.700;-466.483.656.336.922;Android;Xiaomi Redmi Note 11;Não;;;;;23;Masculino;;
(11) 98908-1065;22/07/2025;18:15:00;Ponto de Ônibus Augusta;-2.355.846.046.631.370;-4.665.899.304.908.900;Android;Samsung Galaxy A52;Sim;16/07/2025;Desconto;440.53;esportivo;47;Feminino;;
(11) 95390-5900;22/07/2025;17:00:00;Esquina Rua da Paz;-2.356.249.739.914.180;-4.664.996.783.825.110;Android;Realme C35;Sim;25/06/2025;Cashback;381.59;outros;67;Masculino;;
(11) 98142-9313;22/07/2025;07:00:00;Shopping Pátio Paulista;-23.570.660.661.058.400;-4.664.624.948.750.460;Android;Samsung S21;Não;;;;;16;Outro;;
(11) 99886-2009;22/07/2025;18:15:00;Metrô Trianon-Masp;-23.563.890.555.765.100;-4.665.659.865.942.240;iPhone;iPhone 11;Sim;04/07/2025;Produto;64.7;outros;29;Feminino;;
(11) 92701-2542;22/07/2025;06:30:00;Ponto de Ônibus Pamplona;-23.567.398.234.287.300;-4.664.850.704.943.530;Android;Realme C35;Sim;21/07/2025;Produto;190.52;restaurante;55;Feminino;;
(11) 91963-6388;22/07/2025;07:30:00;Esquina Rua da Paz;-2.356.283.668.127.700;-46.650.106.886.205.400;Android;Xiaomi Redmi Note 11;Sim;11/07/2025;Desconto;199.86;móveis;27;Masculino;;
(11) 99981-7974;22/07/2025;11:45:00;Metrô Brigadeiro;-23.569.579.863.287.300;-4.664.523.728.338.380;Android;Samsung Galaxy A52;Sim;24/06/2025;Cashback;26.17;outros;58;Outro;;
(11) 99959-7879;22/07/2025;18:30:00;Ponto de Ônibus Augusta;-2.355.806.768.135.070;-46.659.353.439.526.600;Android;Realme C35;Sim;15/07/2025;Produto;396.2;eletrodoméstico;40;Outro;;
(11) 91556-6735;22/07/2025;17:00:00;Metrô Brigadeiro;-235.696.926.128.051;-4.664.497.077.146.530;iPhone;iPhone 14 Pro;Não;;;;;32;Outro;;
(11) 99125-3738;22/07/2025;17:30:00;Metrô Consolação;-23.555.748.792.488.300;-4.666.161.132.061.650;iPhone;iPhone 14 Pro;Sim;14/07/2025;Cashback;10.86;esportivo;42;Outro;;
(11) 97534-4865;22/07/2025;17:15:00;Ponto de Ônibus Augusta;-23.558.548.050.920.500;-46.658.820.626.869.500;iPhone;iPhone 14 Pro;Não;;;;;22;Feminino;;
(11) 97407-2872;22/07/2025;12:15:00;Esquina Rua da Paz;-2.356.269.743.204.760;-46.649.907.097.160.200;Android;Xiaomi Redmi Note 11;Sim;16/07/2025;Desconto;263.31;outros;16;Feminino;;
(61) 91187-5643;22/07/2025;12:30:00;Ponto de Ônibus Augusta;-23.558.612.928.860.800;-46.658.927.826.487.200;Android;Motorola G60;Sim;12/07/2025;Produto;180.74;mercado express;29;Masculino;;
(11) 96589-1111;22/07/2025;18:45:00;Ponto de Ônibus Augusta;-23.558.596.400.831.600;-46.658.887.874.829.800;Android;Samsung S21;Não;;;;;50;Masculino;;
(11) 97622-8745;22/07/2025;12:15:00;Ponto de Ônibus Pamplona;-23.567.729.140.080.900;-46.648.556.314.539.100;Android;Xiaomi Redmi Note 11;Sim;13/07/2025;Desconto;250.77;eletrodoméstico;44;Masculino;;
(21) 98987-4210;22/07/2025;12:45:00;Shopping Pátio Paulista;-23.570.570.997.058.500;-46.645.136.725.897.200;Android;Motorola G60;Não;;;;;37;Feminino;;
(11) 96968-7409;22/07/2025;17:15:00;Metrô Brigadeiro;-2.356.974.830.829.720;-4.664.502.086.158.490;iPhone;iPhone SE;Sim;26/06/2025;Produto;241.01;móveis;68;Feminino;;
(11) 99321-2067;22/07/2025;18:15:00;Ponto de Ônibus Augusta;-2.355.840.688.759.560;-4.665.912.212.698.430;Android;Motorola G60;Não;;;;;35;Feminino;;
(11) 95926-8063;22/07/2025;13:30:00;Ponto de Ônibus Pamplona;-23.567.258.585.246.900;-4.664.840.865.570.110;Android;Motorola G60;Sim;01/07/2025;Desconto;391.58;vestuário;51;Masculino;;
(11) 91648-9135;22/07/2025;18:00:00;Metrô Brigadeiro;-23.569.682.163.781.800;-46.644.953.251.098.600;Android;Realme C35;Sim;05/07/2025;Produto;400.96;outros;40;Masculino;;
(11) 92272-9873;22/07/2025;10:45:00;Esquina Av. Consolação;-23.557.383.151.662.100;-46.659.925.768.014.500;Android;Motorola G60;Sim;29/06/2025;Desconto;123.94;outros;25;Outro;;
(11) 92672-1891;22/07/2025;18:45:00;Metrô Trianon-Masp;-235.641.254.856.057;-46.656.305.080.199.200;iPhone;iPhone 14 Pro;Não;;;;;51;Outro;;
(11) 94305-5587;22/07/2025;13:30:00;Ponto de Ônibus Pamplona;-23.567.548.925.773.200;-4.664.838.205.964.300;iPhone;iPhone SE;Não;;;;;52;Outro;;
(11) 97188-4949;22/07/2025;13:30:00;Metrô Consolação;-23.555.852.875.419.000;-4.666.170.282.989.020;Android;Realme C35;Sim;03/07/2025;Produto;260.46;eletrodoméstico;30;Feminino;;
(11) 96813-9834;22/07/2025;18:00:00;Esquina Rua da Paz;-23.562.727.174.896.500;-46.649.891.775.296.300;Android;Xiaomi Redmi Note 11;Sim;03/07/2025;Cashback;316.71;eletrodoméstico;19;Feminino;;
(11) 93987-4751;22/07/2025;16:45:00;Ponto de Ônibus Augusta;-23.558.761.494.078.500;-4.665.908.206.388.760;iPhone;iPhone SE;Sim;20/07/2025;Cashback;96.33;esportivo;30;Feminino;;
(11) 94300-8970;22/07/2025;07:30:00;Shopping Pátio Paulista;-23.570.752.448.718.100;-4.664.532.165.517.790;Android;Motorola G60;Não;;;;;40;Masculino;;
(11) 93555-6095;22/07/2025;13:45:00;Metrô Consolação;-235.556.871.705.979;-4.666.133.247.679.860;Android;Samsung Galaxy A52;Sim;21/07/2025;Produto;105.72;eletrodoméstico;24;Masculino;;
(11) 93486-5555;22/07/2025;18:30:00;Esquina Rua da Paz;-23.562.429.403.072.600;-4.665.001.553.823.320;iPhone;iPhone 12;Não;;;;;18;Outro;;
(41) 92754-8920;22/07/2025;07:15:00;Metrô Brigadeiro;-2.356.955.895.169.240;-4.664.487.542.192.270;iPhone;iPhone 14 Pro;Sim;28/06/2025;Desconto;58.65;esportivo;16;Masculino;;
(11) 97183-1655;22/07/2025;16:00:00;MASP;-23.561.320.486.363.300;-4.665.606.569.245.240;Android;Samsung Galaxy A52;Sim;05/07/2025;Desconto;178.67;restaurante;68;Masculino;;
(11) 93046-9250;22/07/2025;17:00:00;MASP;-23.561.268.165.846.200;-4.665.595.462.287.610;Android;Realme C35;Sim;28/06/2025;Produto;314.41;farmácia;50;Outro;;
(11) 95010-6000;22/07/2025;06:45:00;Metrô Consolação;-23.556.064.770.530.800;-466.613.557.390.637;Android;Realme C35;Sim;29/06/2025;Desconto;350.72;eletrodoméstico;62;Outro;;
(11) 98151-4027;22/07/2025;08:45:00;Shopping Pátio Paulista;-2.357.076.905.955.140;-466.457.523.771.071;iPhone;iPhone 12;Não;;;;;25;Feminino;;
(11) 93607-8789;22/07/2025;14:45:00;Metrô Consolação;-23.555.805.908.526.100;-4.666.199.066.272.520;iPhone;iPhone 14 Pro;Não;;;;;17;Outro;;
(11) 91131-6355;22/07/2025;12:45:00;MASP;-2.356.145.061.124.760;-46.655.648.619.625.000;Android;Realme C35;Não;;;;;65;Outro;;
(11) 91666-8173;22/07/2025;20:30:00;Esquina Rua da Paz;-23.562.457.099.413.500;-4.664.991.884.870.850;Android;Samsung S21;Não;;;;;55;Feminino;;
(11) 93087-4177;22/07/2025;13:45:00;Metrô Trianon-Masp;-23.564.554.291.874.900;-4.665.679.194.600.020;Android;Samsung S21;Sim;25/06/2025;Produto;209.21;outros;34;Masculino;;
(11) 99324-4511;22/07/2025;07:00:00;Metrô Trianon-Masp;-23.564.403.709.110.900;-46.657.155.507.036.700;iPhone;iPhone 13;Sim;11/07/2025;Desconto;388.25;farmácia;45;Outro;;
(11) 91099-3184;22/07/2025;08:00:00;Esquina Av. Consolação;-2.355.744.536.844.400;-4.665.998.840.028.500;Android;Realme C35;Sim;17/07/2025;Cashback;288.94;esportivo;62;Feminino;;
(11) 95113-8474;22/07/2025;21:30:00;Metrô Consolação;-23.555.819.988.767.700;-4.666.193.243.979.060;Android;Motorola G60;Não;;;;;42;Masculino;;
